795574074051362800	1478514614962	en	759808790829080600	Katieque41	RT @TeamTrump: If there's one thing you must share before Election Day, it's this. @realDonaldTrump's closing argument to the Amer… 	795318227031195600	729676086632656900	TeamTrump
795574074487570400	1478514615066	en	3278905076	donaldtrumpfire	Hillary Clinton, Donald Trump blitz battleground states in election's final hours https://t.co/Q6syHcXw0O			
795574076123140100	1478514615456	en	706695755592044500	eztango	https://t.co/wGqGTgFMec (LV.7) The Economist’s guide to the 2016 presidential election | The Economist https://t.co/5BvTG8C7TT			
795574076190298100	1478514615472	en	11365262	rectangleboy	"Voter ID laws, rationalized by demonstrably fake concerns about election fraud, were used to disenfranchise thousa… https://t.co/N7LUfKED2Q			
795574078061117400	1478514615918	en	5950272	Cary88888888	Not voting for the republican on the ticket in the general election always means a vote for the democrat.November 07, 2016 at 04:30AM			
795574077297741800	1478514615736	en	494306872	MissChissiLV	Yet Hillary is the biggest problem 😕 yeah she's pretty fucked too BUT who's less fucked https://t.co/exJZ515oPk			
795574078434398200	1478514616007	en	120422871	xbeth17x	RT @BernieSanders: If you sit this election out and Trump wins by a few votes, many people are going to be dealing with that reality for th…	795069943813439500	216776631	BernieSanders
795574078274945000	1478514615969	en	143220676	luis_monroy_	RT @teexnelly: my vice president just used a synonym for deadass ... #iconic https://t.co/rke99eDMez	794385000284176400	2188959085	teexnelly
795574079248093200	1478514616201	en	757723255008485400	SeeHearThink	RT @ArdenFarhi: Minnesota crowd is amped for Trump...his first general election stop here. There really are thousands listening out… 	795372160697176000	22189918	ArdenFarhi
795574077780099100	1478514615851	en	1461278486	CasaMagdalenaCo	The Election Results Are Already In https://t.co/3xS7RRUGuz via @realalexjones			
795574079294160900	1478514616212	en	2413089888	Dalethfc	RT @WantEnglandBack: Bang on. @BarackObama has done nothing for Blacks and Latinos. The rust belt is his disgraceful legacy.\n\nOnly… 	795526632488501200	2228659594	WantEnglandBack
795574079419981800	1478514616242	en	377722715	griffint15	#ElectionFinalThoughts if this election is getting you down always remember. https://t.co/EQy5kRZghV			
795574079344365600	1478514616224	en	20433284	ewnupdates	[OPINION] The US election won’t be rigged – but the system has to be fixed https://t.co/7ESYx8CfHU https://t.co/zsctX15AND			
795574079361286100	1478514616228	en	18159198	MoneyWeek	What if Donald Trump were to win the US election? https://t.co/g9qxuFcnUY https://t.co/fdPO5uYhnB			
795574083870146600	1478514617303	en	1076100624	OrimadegunLsnr	RT @commonsenseng1: In the senatorial election in #RiversRerun ,d APC candidate is leading with over 35k votes, same APC is printin inec ma…	795525241338560500	4265687590	commonsenseng1
795574085220757500	1478514617625	en	3991549978	Asmith64581815	@Scott_Maxwell Great timing, Janet Reno should remind many  the corruption of the Clinton's before election day! #ElectionFinaleThoughts			
795574085413703700	1478514617671	en	794262276	seldaelifanita	why is trump winning the presidential election			
795574085891854300	1478514617785	en	993249000	orataiculhane	RT @infowars: Tune into https://t.co/8q059jRE5W for a historic 52+ hours of LIVE election coverage starting at 11am CT as the results begin…	795493736813830100	14505245	infowars
795574086244171800	1478514617869	en	795565368030953500	ibrahim76086635	BBC News - US Election 2016: Which countries have already had female leaders? https://t.co/IWJ3yK4NYF			
795574086634270700	1478514617962	en	734888405033726000	striker_scarlet	US Intelligence Warns Public of Pre-Election Day Terror https://t.co/uTnxUyfKO8SKr			
795574086957142000	1478514618039	en	1091310012	jimmy_shiboko	RT @USEmbassyKenya: Who are the 400 election observers and why do they participate in #USelections? Find out: https://t.co/IpqZVpZCIB	793680879461728300	70636581	USEmbassyKenya
795574087376474100	1478514618139	en	1579596458	MarkPlackett1	RT @edking_CH: .@RoyalSegolene says she doesn't want to interfere in US election but 'hopes a woman wins' #COP22	795562261834252300	324834917	edking_CH
795574088412450800	1478514618386	en	462881716	alyrxs	RT @LeoDiCaprio: With the election only a few days away, we've made it FREE to watch #BeforeTheFlood for an additional two days. Wat… 	795317081336139800	133880286	LeoDiCaprio
795574088983056400	1478514618522	en	790879617167089700	bukat22	RT @sam_ezeh: I will be leaving for Florida this night, to partake in US election as @realDonaldTrump sets to unleash final blows… 	795370761351528400	3342000069	sam_ezeh
795574089666756600	1478514618685	en	3383116294	BrianGr72327841	RT @FullFrontalSamB: This week, Full Frontal’s got you covered with all new pre- and post-election episodes. Tune in TONIGHT at 10:30/ 9… 	794702458102517800	3420477195	FullFrontalSamB
795574089519763500	1478514618650	en	544729482	jackhowad	RT @DanielJLayton: Only a smidge. And by "only a smidge" I mean "every waking moment I want to peel my skin off just to focus on somet… 	795573866114453500	275773662	DanielJLayton
795574091310895100	1478514619077	en	351040679	kakaCrads	RT @Patterrz: US Election tomorrow, Dishonoured 2 on Friday and Sun &amp; Moon the week after\n\ndis gon be good	795568727618154500	403519230	Patterrz
795574090971119600	1478514618996	en	735526264879124500	RealJamieKyle	US Intelligence Warns Public of Pre-Election Day Terror https://t.co/pROvNnlZFV|jK			
795574092258824200	1478514619303	en	513051520	john1966olsen	RT @News3LV: Sanders blazes a trail through Nevada, stumping for Clinton ahead of Election Day\nhttps://t.co/zFiorcAXEH https://t.co/KbRbmGb…	795521169613094900	17394793	News3LV
795574092342509600	1478514619323	en	2758602646	JohnnyMaBoy	@CarrieContinues it does matter. People who think it doesn't matter are unaware of how important this isWe won't have another election again			
795574093613596700	1478514619626	en	260764532	_GonzaloArevalo	RT @Redistrict: TX: Hidalgo, largest Hispanic county in state, has already cast more votes than in all of '12 - and we haven't even reached…	795142371067514900	74820061	Redistrict
795574094699831300	1478514619885	en	708362609024766000	yurdrivers	RT @LyftTopNews: Free Uber and Lyft rides to Philly polls on Election Day - https://t.co/FLV7bTnBMj https://t.co/IbASMuJrWJ via @JEH24401	795555320588169200	4900258221	LyftTopNews
795574095182237700	1478514620000	en	3374802537	hardcopyeurope	Will Hillary Clinton lose the election because of the FBI email investigation? | US news | The Guardian https://t.co/mSFd6BEvLJ			
795574095278698500	1478514620023	en	4521330855	alllibertynews	RT @TheEconomist: Clinton and Trump are speaking to two different Americas. The election will have no happy ending… 	795130680418205700	5988062	TheEconomist
795574095433859100	1478514620060	en	1360953301	GlobalSunTimes	Mike Pence tells voters "be confident" on Election Day. #Alternative (https://t.co/k1IgY21f6G)			
795574095027077100	1478514619963	en	68935997	auparis	T-1 day until the U.S. Presidential Election! Come by C-102 and watch as students debate on the hot topics… https://t.co/QCJKpjSuqi			
795574097178607600	1478514620476	en	140691609	valeriekeefe	I really don't think that kind of groping towards precision is too much to ask. If you were tight for space? Massiv… https://t.co/mLMr2lEG8f			
795574098210541600	1478514620722	en	302050680	KathleenESmith	RT @RI4A: This election could have historic Latinx turnout, with la gente voting to defeat "Mr Crazy." https://t.co/c8rho4KhHF #familiesfig…	795484697619034100	42980426	RI4A
795574097879048200	1478514620643	en	1453263764	punitandpandey	When do v see it in India https://t.co/U1boPaKF3J			
795574098642358300	1478514620825	en	26468184	ChrisVills	RT @theclobra: Election Status: Trying to find a hot European, Canadian, or Australian guy willing to marry me. #ElectionFinalThoughts	795477970144137200	2418808274	theclobra
795574100143935500	1478514621183	en	546629985	AmyleahIsza	RT @nalisaaa: Tomorrow is Election Day for USA. I ain't even American and I'm scared for that country	795521455928676400	7493052	nalisaaa
795574100735496200	1478514621324	en	2245707546	TyrannyWatchUK	Radev in early lead in Bulgaria presidential race https://t.co/jgupbe267D			
795574100823416800	1478514621345	en	257097577	wavetossed	RT @telesurenglish: FSLN's Ortega up with 71% in Nicaragua Presidential Election https://t.co/xOYozEiGDs	795500671630016500	296005306	telesurenglish
795574101947646000	1478514621613	en	336687607	glasgowmixtape	after Trump wins the election, the only 'liberty' on show in the US will be the one standing with the torch in NY harbour #USElections2016			
795574102195109900	1478514621672	en	784907161491169300	Political_Gems	RT @taraheritage: The US #election has certainly exposed the lies &amp; #corruption in #Washington &amp; political manipulation of media which thre…	795564329139638300	242742017	taraheritage
795574102530654200	1478514621752	en	3123219290	Magic_Kingdom_D	Some schools of thought think that this election, regardless of who wins, will tilt America into an escalated... https://t.co/HgW7PaqgOe			
795574102425796600	1478514621727	en	1417142347	KNayaab	RT @CNN: Here’s everything non-Americans should know about the US election. (Handy for US citizens too)… 	795532493717958700	759251	CNN
795574102790697000	1478514621814	en	327867907	pdeboer1969	RT @North_Socialist: #ElectionFinalThoughts\n\nNeither Trump supporters or Hillary supporters have the "moral high ground". You've both been…	795573214785241100	229670513	North_Socialist
795574102731984900	1478514621800	en	495543462	LizyConyers	Election prediction: Ireland will win, but Krum will catch the snitch.			
795574104308981800	1478514622176	en	2914684102	Briansc	RT @texyellowdogdem: This is the first time in election history that the KKK, FBI and KGB are all on the same side supporting Donald Tru… 	795427080402038800	868856461	texyellowdogdem
795574104791416800	1478514622291	en	475166300	EGJFKMJ90	RT @nytpolitics: Presidential Election: The Day Before the Storm https://t.co/cN6ZD4O8rW	795572098567721000	14434063	nytpolitics
795574105605021700	1478514622485	en	2172427508	kordeisfierce	am I the only one who's not even american but is scared to death of the results of the election???!			
795574105697292300	1478514622507	en	218263832	pachiche1	It's Obvious Trump has "Issues" which upset many but it's turning into a "SAD" case. https://t.co/EXsS6qa8Xv			
795574108079669200	1478514623075	en	184852260	Daryl_47	RT @BernieSanders: If you sit this election out and Trump wins by a few votes, many people are going to be dealing with that reality for th…	795069943813439500	216776631	BernieSanders
